stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
41.829826,,-71.389833,017290,,,,ANGELL FS ELMGROVE,0,
41.742787,,-71.312346,051030,,,,COUNTY NS HILLTOP,0,
41.868582,,-71.432724,021770,,,,MINERAL SPRING OPP IVAN,0,
41.492409,,-71.43815,001400,,,,BOSTON NECK NS BRIDGETOWN,0,
41.713604,,-71.523863,006305,,,,MAIN OPP BRAYTON,0,
41.558869,,-71.287668,002685,,,,W MAIN NS UNION,0,
41.912798,,-71.403343,024500,,,,MENDON FS ANN & HOPE WAY,0,
41.558566,,-71.443893,002680,,,,BOSTON NECK AT 429 BOSTON NECK,0,
41.857093,,-71.421048,020685,,,,CHARLES OPP HOGAN,0,
41.532627,,-71.293429,002440,,,,W MAIN NS VANICEK,0,
41.824797,,-71.444243,030120,,,,ATWELLS BETWEEN JULIAN & PUTNAM,0,
41.817947,,-71.419563,030126,,,,CAHIR FS WESTMINSTER,0,
41.533073,,-71.29307,002445,,,,W MAIN AT CARDI'S FURNITURE,0,
41.506874,,-71.304848,001790,,,,ADM KALBFUS NS SAGAMORE,0,
41.809027,,-71.439533,013700,,,,UNION OPP LINWOOD,0,
41.859927,,-71.448006,020995,,,,DOUGLAS OPP CUSHING,0,
41.859803,,-71.472044,020990,,,,MINERAL SPRING FS CENTRAL,0,
41.885529,,-71.364033,056310,,,,CENTRAL FS MENDON,0,
41.899194,,-71.450685,024180,,,,RT 246 FS ANNE,0,
41.83227,,-71.441828,017635,,,,CHALKSTONE NS BERLIN,0,
41.565974,,-71.284734,002760,,,,BAYVIEW APARTMENTS,0,
41.85466,,-71.488457,020175,,,,GEORGE WATERMAN NS GANO,0,
41.507661,,-71.425119,001880,,,,BOSTON NECK FS FERRY,0,
41.77653,,-71.421591,010525_merged_950017,,,,ELMWOOD NS PARK,0,
41.854418,,-71.431619,020350,,,,BRANCH OPP HUGO,0,
41.854749,,-71.434604,020420,,,,BRANCH NS VEAZIE,0,
41.832948,,-71.464662,017740,,,,MANTON AT 835 MANTON,0,
41.686606,,-71.398111,004600,,,,OAKLAND BEACH NS SUBURBAN PKWAY,0,
41.832314,,-71.440865,017745,,,,CHALKSTONE OPP GENEVA,0,
41.467638,,-71.512128,000685,,,,KINGSTOWN OPP GREENWOOD,0,
41.77404,,-71.437338,010360,,,,PONTIAC FS WATERMAN,0,
41.497986,,-71.4363,001535,,,,BOSTON NECK FS BANFIELD,0,
41.806167,,-71.402892,013305,,,,ALLENS AT 275 ALLENS AVE,0,
41.853443,,-71.412502,020195,,,,SILVER SPRING OPP LEDGE,0,
41.497507,,-71.319305,001530,,,,THIRD NS LASALLE,0,
41.485199,,-71.437187,001245,,,,BOSTON NECK OPP GARDENIA,0,
41.769384,,-71.438628,009990,,,,PONTIAC FS FOREST,0,
41.865142,,-71.445263,056680,,,,MINERAL SPRING NS FRIENDSHIP,0,
41.669085,,-71.44869,070290,,,,POST AT 4474 POST,0,
41.440297,,-71.49728,000335,,,,MAIN OPP 249-255 MAN,0,
41.867326,,-71.438127,056685,,,,MINERAL SPRING FS IRVING,0,
41.480197,,-71.524366,001085,,,,KINGSTOWN AT 2579 KINGSTOWN RD,0,
41.898355,,-71.389098,055315,,,,BROAD OPP HIGH,0,
41.736739,,-71.478209,055640,,,,OAKLAWN NS CVS,0,
41.913594,,-71.399637,055310,,,,ANN & HOPE WAY NS BROAD,0,
41.479607,,-71.520794,001080,,,,KINGSTOWN FS RT 138,0,
41.778881,,-71.396365,010765,,,,NORWOOD FS PAWTUXET,0,
41.908684,,-71.667703,024430,,,,PUTNAM PIKE FS CHESTNUT HILL,0,
41.904067,,-71.404272,056110,,,,LONSDALE AT 1501 LONSDALE,0,
41.899664,,-71.405045,070500,,,,LONSDALE NS EDGEHILL,0,
41.872068,,-71.373791,056440,,,,POND NS ARCH,0,
41.685189,,-71.261669,004510,,,,METACOM OPP VETERANS HOME,0,
41.820944,,-71.403662,015500,,,,S MAIN FS JAMES,0,
41.790143,,-71.403085,011575,,,,EDDY BETWEEN CAROLINA & NEW YORK,0,
41.866519,,-71.354474,030235,,,,NEWPORT NS PARKVIEW,0,
41.868692,,-71.354448,030230,,,,NEWPORT AT 416 NEWPORT,0,
41.890302,,-71.602171,060000,,,,PUTNAM PIKE AT 208 PUTNAM PIKE,0,
41.886645,,-71.375162,023565,,,,BROADWAY NS WOODBINE,0,
41.879105,,-71.575233,060005,,,,PUTNAME PIKE AT 120 PUTNAME PIKE,0,
41.819259,,-71.408107,072345,,,,EDDY OPP SHIP,0,
41.703036,,-71.525835,005540,,,,WASHINGTON NS CRAWFORD,0,
41.820642,,-71.404565,015505,,,,S WATER AT JAMES,0,
41.860694,,-71.364807,055860,,,,BEVERAGE HILL NS FRED,0,
41.496192,,-71.371722,001495,,,,NARRAGANSETT FS HOWLAND,0,
41.703012,,-71.425852,005545,,,,WEST SHORE FS KERRILYN,0,
41.86076,,-71.361443,055865,,,,BEVERAGE HILL NS GLEN MEADOWS,0,
41.853691,,-71.412534,020220,,,,SILVER SPRING NS LEDGE,0,
41.841568,,-71.403215,018940,,,,CAMP NS LOCUST,0,
41.46851,,-71.302897,000755,,,,RUGGLES OPP WETMORE,0,
41.816214,,-71.440086,014580,,,,WESTMINSTER NS SVC RD 3,0,
41.468328,,-71.304343,000750,,,,RUGGLES OPP CAREY MANSION,0,
41.817536,,-71.40687,072340,,,,EDDY FS POINT,0,
41.764814,,-71.425574,009680,,,,ELMWOOD NS 3RD,0,
41.934608,,-71.465415,024725,,,,RT 116 OPP BLACKSTONE VALLEY,0,
41.936992,,-71.436053,056205,,,,RT 116 OPP BLACKSTONE RIVER PARK,0,
41.935403,,-71.428944,024720,,,,MENDON NS ASHTON PK WAY,0,
41.935639,,-71.44045,056200,,,,RT 116 FS BANK OF AMERICA,0,
41.698303,,-71.398677,005145,,,,OAKLAND BEACH OPP LIMESTONE,0,
41.757155,,-71.409403,009110,,,,POST NS TENNYSON,0,
41.698342,,-71.459964,005140,,,,POST FS CENTREVILLE,0,
41.761008,,-71.424754,009440,,,,ELMWOOD NS FIRST,0,
41.897883,,-71.388537,024105,,,,BROAD NS DIVISION,0,
41.489805,,-71.314371,001330,,,,TOURO NS TOURO CT,0,
41.786166,,-71.511674,055260,,,,AMFLEX FS NINETY-NINE WAY,0,
41.87263,,-71.554862,060135,,,,PUTNAM PIKE AT 590 PUTNAM PIKE,0,
41.788007,,-71.456321,055265,,,,DYER NS INDUSTRIAL RD,0,
41.812355,,-71.460281,014130,,,,PLAINFIELD NS DANIEL,0,
41.81252,,-71.34963,014135,,,,WATERMAN NS COMMERCIAL WAY,0,
41.772703,,-71.362886,010215,,,,BULLOCKS POINT FS WASHINGTON,0,
41.82741,,-71.512968,070875,,,,HARTFORD FS I-295,0,
41.816938,,-71.440865,014715,,,,BROADWAY NS VALLEY,0,
41.820688,,-71.368155,015660,,,,N BROADWAY AT 318 N BROADWAY,0,
41.673363,,-71.25896,004160,,,,METACOM NS TOWER,0,
41.719782,,-71.403308,006870,,,,WARWICK NS CHURCH,0,
41.7771,,-71.4364,010565,,,,ROLFE FS AUBURN,0,
41.748869,,-71.384603,008645,,,,NARRAGANSETT PKWAY NS CARRIE BROWN,0,
41.748791,,-71.385099,008640,,,,NARRAGANSETT PKWAY OPP CARRIE BROWN,0,
41.786215,,-71.333351,011360,,,,WAMPANOAG TRL AT UTILITY POLE 87 1/2,0,
41.427019,,-71.459391,000110,,,,BOON AT 126 BOON,0,
41.679127,,-71.579319,004300,,,,TIOGUE AT 1072 TIOGUE,0,
41.813942,,-71.348969,014395,,,,COMMERCIAL WAY OPP POLE 4,0,
41.679288,,-71.27855,004305,,,,HOPE NS SILVER CREEK MANOR,0,
41.42616,,-71.467578,000115,,,,S PIER FS 172 S PIER,0,
41.88111,,-71.390332,056065,,,,DEXTER NS DEXTER CT,0,
41.835966,,-71.419255,018380,,,,DOUGLAS NS CHALKSTONE,0,
41.874484,,-71.398571,022435,,,,MINERAL SPRING NS LONSDALE,0,
41.862684,,-71.455398,056665,,,,MINERAL SPRING AT 1720 MINERAL SPRING,0,
41.628566,,-71.25503,056840,,,,BRISTOL FERRY AT 502 BRISTOL FERRY,0,
41.816907,,-71.356389,014625,,,,PAWTUCKET FS WATERMAN,0,
41.568193,,-71.455232,070275,,,,BOSTON NECK AT WICKFORD ELEM SCHOOL,0,
41.565399,,-71.283983,056845,,,,W MAIN FS BAYVIEW APTS ENTRANCE,0,
41.840884,,-71.427199,018895,,,,DOUGLAS NS EATON,0,
41.568592,,-71.453315,070270,,,,BOSTON NECK NS ELAM,0,
41.816824,,-71.356541,014620,,,,PAWTUCKET NS WATERMAN,0,
41.387579,,-71.48454,057240,,,,KNOWLESWAY OPP COFFEY,0,
41.82219,,-71.371682,015715,,,,WATERMAN AT 193 WATERMAN,0,
41.821829,,-71.354756,015710,,,,TAUNTON AT ELMWOOD DODGE,0,
41.701483,,-71.265092,005430,,,,METACOM AT 663 METACOM,0,
41.693735,,-71.456644,004945,,,,POST OPP BRAND,0,
41.838083,,-71.482136,018365,,,,GREENVILLE AT 239 GREENVILLE,0,
41.836153,,-71.479796,018360,,,,GREENVILLE OPP 177 GREENVILLE,0,
41.695292,,-71.379216,004940,,,,WARWICK NECK BETWEEN BARTON & MEADOWVIEW,0,
41.888514,,-71.387199,023625,,,,BROAD FS SACRED HEART,0,
41.799416,,-71.412133,012725,,,,PRAIRIE NS COLFAX,0,
41.800125,,-71.417112,012720,,,,ONTARIO STREET,0,
41.888453,,-71.374291,023620,,,,BROADWAY OPP LILAC,0,
41.845875,,-71.451401,071030,,,,SMITH NS GENTIAN,0,
41.78429,,-71.401368,011100,,,,BROAD OPP BAY VIEW,0,
41.781914,,-71.419648,010985,,,,ELMWOOD FS WHITNEY,0,
41.828988,,-71.40971,016900,,,,N MAIN NS N COURT,0,
41.756822,,-71.388744,009065,,,,NARRAGANSETT PKWAY NS CONONCHET,0,
41.787501,,-71.455994,011290,,,,DYER AT 870 DYER,0,
41.579942,,-71.252284,002975,,,,E MAIN NS FAIRVIEW,0,
41.786545,,-71.456034,011295,,,,DYER AT 881 DYER,0,
41.701102,,-71.47049,005325,,,,TOLLGATE AT 215 TOLLGATE RD,0,
41.708179,,-71.266459,005890,,,,METACOM NS SAN FRANCISCO,0,
41.701146,,-71.438047,005320,,,,WEST SHORE FS WESLEYAN,0,
41.709006,,-71.280292,005895,,,,HOPE NS ELM FARM,0,
41.675236,,-71.592809,004235,,,,TIOGUE AT 1395 TIOGUE,0,
42.000417,,-71.579405,071010,,,,NORTH MAIN NS MAIN ST,0,
41.839416,,-71.416041,018760,,,,CHARLES NS W RIVER,0,
41.684756,,-71.514106,004540,,,,COWESSET OPP HOLLOW CIRCLE,0,
42.000581,,-71.578839,071015,,,,MAIN ST  NS NORTH MAIN ST,0,
41.743716,,-71.407144,008245,,,,WARWICK FS MIANONOMO,0,
41.68518,,-71.278928,004545,,,,HOPE FS VANTAGE PT,0,
41.827607,,-71.400864,016905,,,,TUNNEL NS THAYER,0,
41.666283,,-71.450005,004055,,,,POST AT 4575 POST,0,
41.908364,,-71.403002,056120,,,,MENDON FS LONSDALE SCHOOL ST,0,
41.807621,,-71.456358,013525,,,,POCASSET NS SOPHIA,0,
41.665922,,-71.257361,004050,,,,METACOM FS WOODLAWN,0,
41.58539,,-71.458818,003010,,,,POST NS HULING,0,
41.800858,,-71.441739,012581,,,,GARFIELD NS GIBBS PKING LOT,0,
41.795793,,-71.444103,012582,,place_brpa,,GARFIELD AVE AT LOWES,0,
41.819906,,-71.418431,015285,,,,E FRANKLIN NS WASHINGTON,0,
41.878676,,-71.414834,022910,,,,WEEDEN NS SMITHFIELD,0,
41.819912,,-71.369337,015280,,,,TAUNTON OPP RUSSELL,0,
41.80167,,-71.445526,012855,,,,CRANSTON FS WEBSTER,0,
41.783535,,-71.464606,011035,,,,CRANSTON FS PARK,0,
41.744552,,-71.428405,008280,,,,POST NS ETHAN,0,
41.79186,,-71.422911,011740,,,,ELMWOOD OPP THACKERY,0,
41.819438,,-71.430609,015045,,,,BROADWAY FS COURTLAND,0,
41.791435,,-71.451882,011745,,,,CRANSTON AT 1260 CRANSTON,0,
42.01068,,-71.487879,050325,,,,MORIN HEIGHTS OPP 263 MORIN HEIGHTS,0,
41.75972,,-71.424644,009075_merged_950036,,,,ELMWOOD N S 2ND,0,
42.012879,,-71.488304,050320,,,,LINDEN NS FALL,0,
41.491384,,-71.534422,059405,,,,FLAGG AT 210 FLAGG,0,
42.003739,,-71.512811,026015,,,,MAIN AT HIGH,0,
41.746469,,-71.316588,008425,,,,COUNTY NS LINCOLN,0,
41.746576,,-71.466552,008420,,,,HOWARD OPP CHERRYDALE,0,
41.872917,,-71.419134,022265,,,,POWER NS ANDERTON,0,
41.624623,,-71.459199,003495,,,,POST OPP MEMORIAL CEMETARY,0,
41.872535,,-71.387778,059800,,,,GEORGE BETWEEN MARRIN AND GRACE,0,
41.842002,,-71.392696,058070,,,,ELMGROVE OPP JEWISH CENTET,0,
41.834062,,-71.360766,018165,,,,ROGER WILLIAMS AT 20 ROGER WILLIAMS,0,
41.682586,,-71.451006,004435,,,,POST FS HIGHLAND,0,
41.843879,,-71.485881,018985,,,,GEORGE WATERMAN FS LENA,0,
41.820638,,-71.479681,015440,,,,HARTFORD AT 956 HARTFORD AVE,0,
41.877392,,-71.378397,058040,,,,UNDERWOOD FS WALCOTT,0,
41.822322,,-71.355509,058820,,,,PAWTUCKET FS TAUNTON,0,
41.64589,,-71.463222,003655,,,,POST FS OVERFIELD,0,
41.608966,,-71.456226,003300,,,,POST NS 6946 POST,0,
41.647525,,-71.461489,003650,,,,POST FS CROSSWAYS,0,
41.88526,,-71.400778,056035,,,,LONSDALE NS ORCHARD,0,
41.623309,,-71.243716,003475,,,,E MAIN OPP FOUNDERS,0,
41.578836,,-71.507602,059790,,,,RT 2 NS AUTUMN,0,
41.623382,,-71.243862,003470,,,,E MAIN FS FOUNDERS,0,
41.742584,,-71.462781,051085,,,,HOWARD OPP 16 HOWARD,0,
41.587144,,-71.252631,003090,,,,E MAIN NS SEA MEADOW,0,
41.870453,,-71.417255,022000,,,,MINERAL SPRING NS POWER,0,
41.523402,,-71.298232,002300,,,,W MAIN NS VALLEY,0,
41.523824,,-71.297541,002305,,,,VALLEY NS W MAIN,0,
41.870292,,-71.534791,022005,,,,PUTNAM PIKE OPP 458 PUTNAM PIKE,0,
41.795032,,-71.424457,012105,,,,ELMWOOD NS LENOX,0,
41.798046,,-71.475836,012450,,,,PLAINFIELD AT 1244 PLAINFIELD,0,
41.845067,,-71.424666,019380,,,,ADMIRAL FS LONGMONT,0,
41.80694,,-71.46413,013450,,,,PLAINFIELD NS FARMINGTON,0,
41.846855,,-71.486811,019385,,,,GEORGE WATERMAN AT 225 GEORGE WATERMAN,0,
41.572289,,-71.250954,002870,,,,E MAIN NS MCCORRIE,0,
41.886722,,-71.38722,023510,,,,BROAD OPP PACIFIC,0,
41.57263,,-71.251185,002875,,,,E MAIN OPP MCCORRIE,0,
41.842857,,-71.440066,019145,,,,EATON NS RIVER,0,
41.71855,,-71.268632,006805,,,,METACOM AT 622 METACOM,0,
42.001352,,-71.529429,050030,,,,FAIRMOUNT FS 5TH,0,
41.845721,,-71.401215,019410,,,,CAMP FS WOODBINE,0,
41.718554,,-71.388532,006800,,,,CHURCH NS NEW BRITAIN,0,
41.842981,,-71.422351,019140,,,,ADMIRAL NS PUMGANSETT,0,
41.845408,,-71.396726,019415,,,,HOPE FS LEWIS,0,
42.001593,,-71.528376,050035,,,,FAIRMOUNT FS 4TH,0,
41.745468,,-71.403912,008330,,,,NARRAGANSETT PKWAY FS CREAD,0,
41.809862,,-71.412821,013850,,,,GAY NS DUDLEY,0,
41.72135,,-71.52872,007045,,,,HIGHLAND NS PARKER,0,
41.70712,,-71.382799,058220,,,,DRAPER NS WEST SHORE,0,
41.810392,,-71.454263,013855,,,,POSCASSET OPP BARROWS,0,
41.884661,,-71.354233,023515,,,,NEWPORT NS HUGHES,0,
41.712907,,-71.379851,058225,,,,WEST SHORE OPP CHURCH,0,
41.897677,,-71.404428,070505,,,,LONSDALE FS VALLEY VIEW,0,
41.87483,,-71.419317,022465,,,,POWER FS OAKDALE,0,
41.734487,,-71.470499,007825,,,,MAYFIELD OPP LAURA,0,
41.613063,,-71.246262,059570,,,,E MAIN AT  3104 E MAIN,0,
41.718418,,-71.268787,006795,,,,METACOM AT 611 METACOM,0,
41.52401,,-71.4648,002275,,,,RT 1 FS SHERMANTOWN,0,
41.718284,,-71.463652,006790,,,,GREENWICH AVE NS ROME,0,
41.594489,,-71.252702,059575,,,,E MAIN AT HENRY DAVIS,0,
41.521665,,-71.28407,002270,,,,E MAIN FS AQUIDNECK,0,
41.861537,,-71.461965,021160,,,,MINERAL SPRING MIDBLOCK SMITHFIELD RD,0,
41.90834,,-71.393731,024435,,,,BROAD NS LAFAYETTE,0,
41.726764,,-71.438901,007315,,,,POST AT SKY BRIDGE,0,
41.96634,,-71.678843,025110,,,,CHAPEL NS MAIN,0,
41.874683,,-71.562504,022485,,,,PUTNAM PIKE NS ARTHUR,0,
41.874762,,-71.396122,022480,,,,MINERAL SPRING FS BAGLEY,0,
41.552471,,-71.440993,058550,,,,BOSTON NECK OPP WALDRON,0,
41.480053,,-71.524047,001125,,,,KINGSTOWN RD AT GRAD VILLAGE APTS,0,
41.490068,,-71.437921,058555,,,,BOSTON NECK AT 1174 BOSTON NECK,0,
41.73453,,-71.483112,007755,,,,NEW LONDON OPP WARFIELD,0,
41.796183,,-71.482101,012210,,,,PLAINFIELD NS CLEMENCE,0,
41.823263,,-71.414596,016000,,,,WASHINGTON NS MATHEWSON,0,
42.009056,,-71.490144,050145,,,,ROBINSON OPP 632 ROBINSON,0,
41.823806,,-71.366292,016005,,,,N BROADWAY FS MOWRY,0,
42.008049,,-71.491322,050140,,,,ELM NS FLORIDA,0,
41.847729,,-71.414796,019700,,,,SILVER SPRING NS BRANCH,0,
41.736848,,-71.28691,007955,,,,MAIN NS CRESCENT,0,
41.824335,,-71.434662,059150,,,,ATWELLS FS HARRIS,0,
41.73692,,-71.439999,007950,,,,JEFFERSON BLVD AT 380 JEFFERSON BLVD,0,
41.725103,,-71.471803,007225,,,,GREENWICH OPP GREENWICH APTS,0,
41.833117,,-71.463264,059155,,,,CHALKSTONE OPP 1644 CHALKSTONE,0,
41.86241,,-71.411856,021010,,,,SMITHFIELD AT 126 SMITHFIELD,0,
41.883189,,-71.505834,023300,,,,FARNUM PIKE OPP 23 FARNUM PIKE,0,
41.516109,,-71.311766,002050,,,,MAPLE FS FAHEY,0,
41.715493,,-71.383616,006575,,,,CHURCH OPP NASH,0,
41.515894,,-71.312682,002055,,,,MAPLE NS JOHN CHAFFEE BLVD,0,
41.947761,,-71.648949,024870,,,,VICTORY HWAY NS SANDHILL,0,
41.90146,,-71.451108,024225,,,,RT 246 FS JENCKES HILL,0,
41.850683,,-71.434419,019965,,,,DOUGLAS NS EASTON,0,
41.902407,,-71.391447,024220,,,,BROAD NS CHAPEL,0,
41.859184,,-71.488833,020760,,,,GEORGE WATERMAN OPP 338 GEORGE WATERMAN,0,
41.87663,,-71.37902,022645,,,,WALCOTT FS SUMMIT,0,
41.803738,,-71.414088,013075,,,,PRAIRIE FS POTTERS,0,
41.501766,,-71.320017,001650,,,,THIRD OPP BAYSIDE VILLAGE,0,
41.71569,,-71.495049,006585,,,,PROVIDENCE NS BURNS,0,
42.0014,,-71.529665,050440,,,,FAIRMOUNT OPP 5TH,0,
41.730567,,-71.396271,007555,,,,WEST SHORE AT 314 WEST SHORE,0,
42.001133,,-71.53097,050445,,,,FAIRMOUNT AT 573 FAIRMOUNT,0,
41.815669,,-71.347795,014220,,,,COMMERCIAL WAY OPP J MEDERIOS,0,
41.720395,,-71.268981,006970,,,,METACOM AT 598 METACOM,0,
41.805457,,-71.437373,013270,,,,CRANSTON NS BENEDICT,0,
41.84681,,-71.419375,019565,,,,CHARLES NS LOMBARDI,0,
41.905499,,-71.654512,051140,,,,PUTNAM PIKE FS HIGHLAND LAKE,0,
41.659357,,-71.258791,003870,,,,METACOM NS GRISWOLD,0,
41.84846,,-71.486811,019630,,,,GEORGE WATERMAN OPP VINE,0,
41.916165,,-71.671487,051145,,,,RT 102 FS RT 44,0,
41.84566,,-71.418898,019365,,,,CHARLES FS SILVER SPRING,0,
41.711288,,-71.497845,006150,,,,TOLLGATE OPP 1060 TOLLGATE,0,
41.879787,,-71.501983,023045,,,,FARNUM PIKE FS HIGH,0,
41.730396,,-71.437158,007560_merged_950014,,,,POST OPP 1865 POST RD,0,
41.870386,,-71.417104,021900,,,,MINERAL SPRING FS POWER,0,
41.825608,,-71.456278,016640,,,,MANTON AT 470 MANTON,0,
41.825724,,-71.386757,016645,,,,EAST SIDE MARKET PLACE,0,
41.493536,,-71.309679,001435,,,,BROADWAY FS AYRAULT,0,
41.826743,,-71.408552,016820,,,,S MAIN NS WASHINGTON,0,
41.492751,,-71.310805,001430,,,,BROADWAY BETWEEN COLLINS & MANN,0,
41.466329,,-71.511559,059715,,,,KINGSTOWN NS ALLISONS,0,
41.826648,,-71.389881,016825,,,,PITMAN NS GANO,0,
41.474617,,-71.517515,000925,,,,KINGSTOWN OPP WAYSIDE,0,
41.82263,,-71.367262,015845,,,,N BROADWAY AT DEVANEY AUTO,0,
41.441923,,-71.484458,000430,,,,OLD TOWER HILL FS NARRAGANSETT,0,
41.855898,,-71.458544,020505,,,,HIGH SERVICE NS FATIMA,0,
41.831747,,-71.583625,017515,,,,DANIELSON PIKE NS SHOLLES,0,
41.442563,,-71.480573,000435,,,,OLD TOWER HILL NS KELLY WAY,0,
41.869358,,-71.38862,021740,,,,PAWTUCKET AT 171 PAWTUCKET AVE,0,
41.86844,,-71.432721,021745,,,,MINERAL SPRING NS IVAN,0,
41.557597,,-71.442932,002695,,,,BOSTON NECK FS DUCK COVE,0,
41.875907,,-71.387349,051005,,,,PARK PLACE NS CHURCH,0,
41.71384,,-71.448069,006370,,,,JEFFERSON BLVD OPP ECHO,0,
41.81862,,-71.459209,015020,,,,HARTFORD NS MERINO,0,
41.713615,,-71.508292,006375,,,,PROVIDENCE FS TANGLEWOOD,0,
41.660493,,-71.26801,003900,,,,HOPE NS 10 HOPE ST,0,
41.534933,,-71.292692,002455,,,,W MAIN NS BRIGHT IDEAS,0,
41.82922,,-71.400855,017190,,,,THAYER NS MEETING,0,
41.859574,,-71.472921,020980,,,,MINERAL SPRING NS S PLEASANT,0,
41.690608,,-71.561758,004850,,,,MAIN AT 1050 MAIN,0,
41.863292,,-71.42331,021345,,,,CHARLES FS HURDIS,0,
41.862969,,-71.452688,021340,,,,DOUGLAS FS MINERAL SPRING,0,
41.82632,,-71.44881,016730,,,,MT PLEASANT FS FAIRMOUNT,0,
41.830243,,-71.463365,017355,,,,MANTON OPP 736 MANTON,0,
41.832702,,-71.348411,017600,,,,PAWTUCKET NS BLYTHE,0,
41.695601,,-71.534341,005090,,,,WASHINGTON OPP 117 WASHINGTON,0,
41.856344,,-71.482683,020435,,,,WOONASQUATUCKET AT 649 WOONASQUATUCKET,0,
41.854698,,-71.482068,020430,,,,WOONASQUATUCKET FS STEVENS,0,
41.829218,,-71.393025,017170,,,,ANGELL OPP IVES,0,
41.77284,,-71.363209,055785,,,,BULLOCKS PT NS WASHINGTON,0,
41.841544,,-71.417832,027190,,,,CHARLES OPP 356 CHARLES,0,
41.774543,,-71.468484,010370,,,,OAKLAWN OPP ROYALE APTS,0,
41.799197,,-71.399826,027195,,,,ALLENS AT 501 ALLENS AVE,0,
41.775562,,-71.36347,055780,,,,BULLOCKS PT OPP 100 BULLOCKS PT,0,
41.853241,,-71.437912,020185,,,,DOUGLAS OPP CONCANNON,0,
41.902339,,-71.391516,024405,,,,BROAD AT 126 BROAD,0,
41.712329,,-71.448791,006205,,,,JEFFERSON BLVD NS GILLMORE,0,
41.833592,,-71.465913,017990,,,,MANTON AT 883 MANTON,0,
41.496551,,-71.374702,001505,,,,NORTH NS AT 1 NORTH RD,0,
41.713415,,-71.52376,006200,,,,MAIN FS BRAYTON,0,
41.846578,,-71.477059,019320,,,,WOONASQUATUCKET AT 387 WOONASQUATUCKET,0,
41.697632,,-71.42881,005095,,,,BUTTONWOODS OPP KEELEY,0,
41.817683,,-71.453762,014890,,,,HARTFORD NS BODELL,0,
41.628944,,-71.462496,070285,,,,POST AT 6188 POST,0,
41.827182,,-71.460842,016910,,,,MANTON OPP 600 MANTON,0,
41.779282,,-71.435361,010770,,,,PONTIAC NS PARK,0,
41.912411,,-71.402078,055305,,,,ANN & HOPE WAY FS MENDON,0,
41.895661,,-71.404855,070510,,,,LONSDALE NS WALKER,0,
41.871823,,-71.375136,056475,,,,POND NS BREWSTER,0,
42.004496,,-71.484503,070515,,,,CASS AT WOONSOCKET HIGH SCHOOL,0,
41.870415,,-71.354432,030220,,,,NEWPORT NS COLUMBUS,0,
41.858634,,-71.410817,020795,,,,SILVER SPRING NS COLFAX,0,
41.860789,,-71.359149,055870,,,,BEVERAGE HILL NS GREEN LANE,0,
41.819668,,-71.471647,060015,,,,HARTFORD AT 807 HARTFORD,0,
41.697456,,-71.473905,005085,,,,RT 117 PARK & RIDE,0,
41.805672,,-71.436928,013290,,,,CRANSTON NS WADSWORTH,0,
41.875868,,-71.566254,060010,,,,PUTNAM PIKE AT CORY'S,0,
41.468379,,-71.302933,000745,,,,RUGGLES AT WETMORE,0,
41.787815,,-71.431467,011400,,,,PONTIAC FS RESERVOIR,0,
41.468206,,-71.30565,000740,,,,RUGGLES AT STONEACRE HOUSE,0,
41.514804,,-71.313785,056785,,,,GIRARD NS LEAL TERRACE,0,
41.853383,,-71.446185,020235,,,,ADMIRAL FS GENERAL,0,
41.976185,,-71.506539,060200_merged_950030,,,,WALMART NORTH SMITHFIELD,0,
41.932459,,-71.426265,024710,,,,MENDON NS RYAN,0,
41.793702,,-71.486798,011910,,,,PLAINFIELD AT 1469 PLAINFIELD,0,
41.875954,,-71.380754,056275,,,,MAIN NS WALCOTT,0,
41.490822,,-71.315476,001340,,,,MARLBOROUGH NS THAMES,0,
41.762062,,-71.457992,009475,,,,HILLSIDE AT JOSEPH A BANKS,0,
41.698326,,-71.522187,005155,,,,MAIN NS EPWORTH,0,
41.491001,,-71.315055,001345,,,,MARLBOROUGH OPP DUKE,0,
41.832444,,-71.465879,017775,,,,MANTON AVE STOP & SHOP,0,
41.854253,,-71.468409,026970,,,,SMITH NS SUNSET,0,
41.670508,,-71.276669,004100,,,,HOPE NS STATE,0,
41.832869,,-71.591366,017770,,,,DANIELSON PIKE FS N SCITUATE FIRE DEPT,0,
41.983986,,-71.518439,060125,,,,RT 146A OPP N SMITHFIELD POLICE STATION,0,
41.811983,,-71.362527,071065,,,,WARREN FS BROWN,0,
41.719627,,-71.402233,006865,,,,CHURCH FS WARWICK,0,
41.793697,,-71.427014,011965,,,,RESERVOIR NS ALGONQUIN,0,
41.812959,,-71.370659,070860,,,,S BROADWAY NS WINSOR,0,
41.766652,,-71.361058,009780,,,,BULLOCKS POINT OPP MIDDLE,0,
41.772174,,-71.436888,010190,,,,PONTIAC BETWEEN HODSELL & COLONIAL,0,
41.766565,,-71.440423,009785,,,,PONTIAC OPP KEITH,0,
41.787739,,-71.402504,011350,,,,EDDY NS VERMONT,0,
41.829305,,-71.46083,017220,,,,LEANDER - HILLCREST APTS,0,
41.787848,,-71.395527,011355,,,,NARRAGANSETT BLVD NS WASHINGTON,0,
41.749254,,-71.467214,008655,,,,NEW LONDON FS NATIONAL GUARD,0,
41.72529,,-71.281443,059325,,,,MAIN NS FRANKLIN,0,
